Source,Target,Decision,Reason,NER_Status,tokens_src,tokens_tgt
"first, satan deceived eve in the garden of eden.","jalqaba, seexanni iddoo dhaabaa eeden keessatti hewwaaniin gowwoomse.",KEEP,VALID,CONSISTENT,"first, satan deceived eve in the garden of eden.","jalqaba, seexanni iddoo dhaabaa eeden keessatti hewwaaniin gowwoomse."
"the wicked surrounded him, and his very life was endangered.",warri hamoon isatti marsanii isa ajjeesuuf ka anii turan.,KEEP,VALID,CONSISTENT,"the wicked surrounded him, and his very life was endangered.",warri hamoon isatti marsanii isa ajjeesuuf ka anii turan.
"he noted that even sinners will follow a policy of like for like, treating others as others treat them.",yesus cubbamoonnillee waan isaaniif godhame namootaaf deebisanii akka godhan addeesseera.,KEEP,VALID,CONSISTENT,"he noted that even sinners will follow a policy of like for like, treating others as others treat them.",yesus cubbamoonnillee waan isaaniif godhame namootaaf deebisanii akka godhan addeesseera.
"for example, in countries racked by civil war or where the preaching work is banned, traveling overseers and their wives have risked their life and freedom in order to visit congregations.","fakkeenyaaf, biyyoota waraanni walii waliin itti godhamutti ykn hojiin lallabaa dhowwametti, daawwattoonni olaanaafi hadholiin manaasaanii gumiiwwan daawwachuuf lubbuusaanii balaarra buusaniiru.",KEEP,VALID,CONSISTENT,"for example, in countries racked by civil war or where the preaching work is banned, traveling overseers and their wives have risked their life and freedom in order to visit congregations.","fakkeenyaaf, biyyoota waraanni walii waliin itti godhamutti ykn hojiin lallabaa dhowwametti, daawwattoonni olaanaafi hadholiin manaasaanii gumiiwwan daawwachuuf lubbuusaanii balaarra buusaniiru."
"to enhance our appreciation for our heavenly father, let us consider three important factors our father is our provider.",mee wantoota barbaachisoo dinqisiifannaa abbaa keenya isa samiitiif qabnu guddisuuf nu gargaaran sadii haa ilaallu abbaan keenya wanta nu barbaachisu nuuf qopheessa.,KEEP,VALID,CONSISTENT,"to enhance our appreciation for our heavenly father, let us consider three important factors our father is our provider.",mee wantoota barbaachisoo dinqisiifannaa abbaa keenya isa samiitiif qabnu guddisuuf nu gargaaran sadii haa ilaallu abbaan keenya wanta nu barbaachisu nuuf qopheessa.
"once their powers of discernment have become clouded, it becomes more difficult for them to distinguish right from wrong.","dandeettiin hubachuu isaanii takkaa waan dukkanaa'eef, wanta sirrii fi wanta dogoggora ta'e addaan baasanii beekuun caalaatti ulfaataa isaanitti ta'eera.",KEEP,VALID,CONSISTENT,"once their powers of discernment have become clouded, it becomes more difficult for them to distinguish right from wrong.","dandeettiin hubachuu isaanii takkaa waan dukkanaa'eef, wanta sirrii fi wanta dogoggora ta'e addaan baasanii beekuun caalaatti ulfaataa isaanitti ta'eera."
see also the box soothing words of consolation.,akkasumas saanduqa jechoota nama jajjabeessan jedhu ilaali.,KEEP,VALID,CONSISTENT,see also the box soothing words of consolation.,akkasumas saanduqa jechoota nama jajjabeessan jedhu ilaali.
their families enjoy the type of spiritual security that the psalmist sang about. read psalm .,maatiinsaanii nageenya hafuuraa faarfatichi waa'eesaa faarfatee wajjin wal fakkaatu argata. faarfannaa dubbisi.,KEEP,VALID,CONSISTENT,their families enjoy the type of spiritual security that the psalmist sang about. read psalm .,maatiinsaanii nageenya hafuuraa faarfatichi waa'eesaa faarfatee wajjin wal fakkaatu argata. faarfannaa dubbisi.
one way to be a peacemaker within the family circle is to settle disagreements as quickly as possible rather than allow situations to deteriorate.,"karaan maatii keessatti nagaa itti buusnu inni tokko, wal dhabiinsi yommuu uumamu haallisaa caalaatti akka manca u gochuu mannaa, dafanii furmaata akka argatu gochuudha. fak. efe.",KEEP,VALID,CONSISTENT,one way to be a peacemaker within the family circle is to settle disagreements as quickly as possible rather than allow situations to deteriorate.,"karaan maatii keessatti nagaa itti buusnu inni tokko, wal dhabiinsi yommuu uumamu haallisaa caalaatti akka manca u gochuu mannaa, dafanii furmaata akka argatu gochuudha. fak. efe."
the bible helps us to understand the root cause of human suffering and conflict.,kitaabni qulqulluun rakkoowwan namootaatii fi walitti bu'iinsa uumamuuf sababiin isaa maal akka ta'e hubachuuf nu gargaara.,KEEP,VALID,CONSISTENT,the bible helps us to understand the root cause of human suffering and conflict.,kitaabni qulqulluun rakkoowwan namootaatii fi walitti bu'iinsa uumamuuf sababiin isaa maal akka ta'e hubachuuf nu gargaara.
"in prayer to jehovah, he stated you yourself separated them as your inheritance out of all the peoples of the earth.",kadhannaasaarratti akkas jedheera saba biyya lafaa hundumaa keessaa dhuunfaa kee akka ta aniif addaan isaan in baafte.,KEEP,VALID,CONSISTENT,"in prayer to jehovah, he stated you yourself separated them as your inheritance out of all the peoples of the earth.",kadhannaasaarratti akkas jedheera saba biyya lafaa hundumaa keessaa dhuunfaa kee akka ta aniif addaan isaan in baafte.
"on the other hand, when jesus instructed his disciples to collect the leftovers of miraculously provided food, he left the details to them.","karaa garabiraammoo, yesus haala dinqisiisaa ta een namoota erga nyaachisee booda, nyaata hafe akka kaasan bartootasaa yeroo ajaje, maal gochuu akka qaban tokko tokkoon isaanitti hin himne.",KEEP,VALID,CONSISTENT,"on the other hand, when jesus instructed his disciples to collect the leftovers of miraculously provided food, he left the details to them.","karaa garabiraammoo, yesus haala dinqisiisaa ta een namoota erga nyaachisee booda, nyaata hafe akka kaasan bartootasaa yeroo ajaje, maal gochuu akka qaban tokko tokkoon isaanitti hin himne."
"each facet of that sign furnishes powerful, convincing evidence.","milikkinni kun hundi, ragaa cimaa nama amansiisu kan qabatedha.",KEEP,VALID,CONSISTENT,"each facet of that sign furnishes powerful, convincing evidence.","milikkinni kun hundi, ragaa cimaa nama amansiisu kan qabatedha."
"older children can vacuum, wash the car, and even prepare a meal.","ijoollee guguddoon immoo mana qulqulleessuu, konkolaataa dhiquu, akkasumas nyaata qopheessuu illee ni danda'u.",KEEP,VALID,CONSISTENT,"older children can vacuum, wash the car, and even prepare a meal.","ijoollee guguddoon immoo mana qulqulleessuu, konkolaataa dhiquu, akkasumas nyaata qopheessuu illee ni danda'u."
"also, when the apostle paul spoke before an audience that included philosophers who were educated in the famous greek schools, he told them the god that made the world and all the things in it... made out of one man every nation of men, to dwell upon the entire surface of the earth.","phaawulosis, abbootii falaasamaa, manneetii barumsaa giriikii beekamoo ta anitti baratan dabalatee, namoota isa dhaggeeffachaa turaniif akkas jechuudhaan dubbateera waaqayyo, biyya lafaa, kan isa keessa jirus hundumaa kan uume,... sanyiin namaa hundinuu namicha tokkicha irraa argamanii, irra lafaa hundumaa irra akka jiraatan godhe.",KEEP,VALID,CONSISTENT,"also, when the apostle paul spoke before an audience that included philosophers who were educated in the famous greek schools, he told them the god that made the world and all the things in it... made out of one man every nation of men, to dwell upon the entire surface of the earth.","phaawulosis, abbootii falaasamaa, manneetii barumsaa giriikii beekamoo ta anitti baratan dabalatee, namoota isa dhaggeeffachaa turaniif akkas jechuudhaan dubbateera waaqayyo, biyya lafaa, kan isa keessa jirus hundumaa kan uume,... sanyiin namaa hundinuu namicha tokkicha irraa argamanii, irra lafaa hundumaa irra akka jiraatan godhe."
portraits from the past,seenaa irraa maal baranna?,KEEP,VALID,CONSISTENT,portraits from the past,seenaa irraa maal baranna?
soon he will judge all the living.,yeroo dhihootti yesus namoota lubbuudhaan jiran hundarratti murtoo kenna.,KEEP,VALID,CONSISTENT,soon he will judge all the living.,yeroo dhihootti yesus namoota lubbuudhaan jiran hundarratti murtoo kenna.
jehovah had long before warned that such a thing could happen. ex.,"haa ta'u malee, yihowaan haalli akkanaa uumamuu isaa dura isaan akeekkachiisee ture. bau.",KEEP,VALID,CONSISTENT,jehovah had long before warned that such a thing could happen. ex.,"haa ta'u malee, yihowaan haalli akkanaa uumamuu isaa dura isaan akeekkachiisee ture. bau."
"that jehovah is a god, not of disorder, but of peace can be seen by the way in which his angelic family is organized. cor.","inni waaqayyo nagaa malee, waaqayyo sabirii hin qabnee akka hin taane, akkaataa ergamoota samii miseensa maatiisaa ta an itti gurmeesserraa hubachuu dandeenya. qor.",KEEP,VALID,CONSISTENT,"that jehovah is a god, not of disorder, but of peace can be seen by the way in which his angelic family is organized. cor.","inni waaqayyo nagaa malee, waaqayyo sabirii hin qabnee akka hin taane, akkaataa ergamoota samii miseensa maatiisaa ta an itti gurmeesserraa hubachuu dandeenya. qor."
"and by crying out as he did, jesus fulfilled psalm .",yesus sagalee guddaadhaan yeroo dubbatetti raajiin faarfannaa rra jiru raawwatameera.,KEEP,VALID,CONSISTENT,"and by crying out as he did, jesus fulfilled psalm .",yesus sagalee guddaadhaan yeroo dubbatetti raajiin faarfannaa rra jiru raawwatameera.
"besides choosing to serve jehovah, what other key choices in life will affect how you serve god?",filannaawwan akkaataa ati waaqayyoon tajaajiluuf gooterratti jijjiirama fidan kamfa'i?,KEEP,VALID,CONSISTENT,"besides choosing to serve jehovah, what other key choices in life will affect how you serve god?",filannaawwan akkaataa ati waaqayyoon tajaajiluuf gooterratti jijjiirama fidan kamfa'i?
when there is no peace. jer.,in jedhu nagaan garuu hin jiru jedhee ture. er.,KEEP,VALID,CONSISTENT,when there is no peace. jer.,in jedhu nagaan garuu hin jiru jedhee ture. er.
"is it appropriate for a sister to wear a head covering when interpreting bible discourses into sign language at christian meetings, assemblies, or conventions?","obboleettiin tokko walga iiwwan gumii, addaa, aanaa ykn koonyaarratti haasawaa macaafa qulqulluu afaan mallattootti yeroo hiiktu haguuggachuunshee barbaachisaadhaa?",KEEP,VALID,CONSISTENT,"is it appropriate for a sister to wear a head covering when interpreting bible discourses into sign language at christian meetings, assemblies, or conventions?","obboleettiin tokko walga iiwwan gumii, addaa, aanaa ykn koonyaarratti haasawaa macaafa qulqulluu afaan mallattootti yeroo hiiktu haguuggachuunshee barbaachisaadhaa?"
the charge was peddling without a license.,"himanni isarratti dhihaate, heyyama malee barreeffamoota gurgura kan jedhu ture.",KEEP,VALID,CONSISTENT,the charge was peddling without a license.,"himanni isarratti dhihaate, heyyama malee barreeffamoota gurgura kan jedhu ture."
"many have found that by helping others to build faith in jehovah, they strengthen their own faith.","fak. obboloonni baay'een, yihowaatti akka amanan namoota kaan gargaaruudhaan, amantii ofiisaanii cimsachuu akka danda'an hubataniiru.",KEEP,VALID,CONSISTENT,"many have found that by helping others to build faith in jehovah, they strengthen their own faith.","fak. obboloonni baay'een, yihowaatti akka amanan namoota kaan gargaaruudhaan, amantii ofiisaanii cimsachuu akka danda'an hubataniiru."
sokuluk is where the first congregation in kyrgyzstan was formed in .,kirgistaan keessatti gumiin inni jalqabaa kan hundeeffame bara tti sokuluuk keessatti ture.,KEEP,VALID,CONSISTENT,sokuluk is where the first congregation in kyrgyzstan was formed in .,kirgistaan keessatti gumiin inni jalqabaa kan hundeeffame bara tti sokuluuk keessatti ture.
"that passage was written to spirit anointed christians, yet the principle applies to all of god s servants.","yaanni kun kan barreeffame kiristiyaanota dibamoodhaaf ta'us, seerri bu'uuraa achi keessa jiru tajaajiltoota waaqayyoo hundaaf hojjeta.",KEEP,VALID,CONSISTENT,"that passage was written to spirit anointed christians, yet the principle applies to all of god s servants.","yaanni kun kan barreeffame kiristiyaanota dibamoodhaaf ta'us, seerri bu'uuraa achi keessa jiru tajaajiltoota waaqayyoo hundaaf hojjeta."
"therefore, absalom should have known that jehovah had not chosen him as david s successor. sam.","kanaaf, abiishaalom teessoo daawit akka dhaaluuf yihowaan akka isa hin filanne kan beeku ta'uu hin oolu. sam.",KEEP,VALID,CONSISTENT,"therefore, absalom should have known that jehovah had not chosen him as david s successor. sam.","kanaaf, abiishaalom teessoo daawit akka dhaaluuf yihowaan akka isa hin filanne kan beeku ta'uu hin oolu. sam."
"it took time, and it was often difficult, but slowly, love for jehovah grew in his heart.","yeroo kan fudhatee fi ulfaataa ta'us, jaalalli inni yihowaadhaaf qabu suutuma suuta garaa isaa keessatti guddateera.",KEEP,VALID,CONSISTENT,"it took time, and it was often difficult, but slowly, love for jehovah grew in his heart.","yeroo kan fudhatee fi ulfaataa ta'us, jaalalli inni yihowaadhaaf qabu suutuma suuta garaa isaa keessatti guddateera."
"he landed in the capital, antananarivo, and soon set up a new missionary school.","magaalaa guddittii antaanaanaariivoo akkuma ga een, mana barumsaa haaraa misiyoononni ijoollee itti barsiisan bane.",KEEP,VALID,CONSISTENT,"he landed in the capital, antananarivo, and soon set up a new missionary school.","magaalaa guddittii antaanaanaariivoo akkuma ga een, mana barumsaa haaraa misiyoononni ijoollee itti barsiisan bane."
they may even have sinned against us personally.,tarii dhuunfaatti nuunis nu miidhee ta'uu danda'a.,KEEP,VALID,CONSISTENT,they may even have sinned against us personally.,tarii dhuunfaatti nuunis nu miidhee ta'uu danda'a.
"when david was fleeing from jealous king saul, he spent time encamped near nabal s flocks.","daawit, saa ol mooticha isa hinaafaa jalaa yommuu baqate, naannoo hoolonni naabaal jiran buufatee ture.",KEEP,VALID,CONSISTENT,"when david was fleeing from jealous king saul, he spent time encamped near nabal s flocks.","daawit, saa ol mooticha isa hinaafaa jalaa yommuu baqate, naannoo hoolonni naabaal jiran buufatee ture."
"today, before moving on to serve as priests with jesus in heaven, the remaining ones of his anointed brothers faithfully serve in the earthly courtyard of the spiritual temple.","far. , yeroo har'aa, obboloonni yesus warri lafa irra jiran gara samii deemuudhaan isaa wajjin luboota ta'anii tajaajiluu isaanii dura, dallaa mana qulqullummaa hafuuraa isa lafa irraa keessatti amanamummaadhaan tajaajilaa jiru.",KEEP,VALID,CONSISTENT,"today, before moving on to serve as priests with jesus in heaven, the remaining ones of his anointed brothers faithfully serve in the earthly courtyard of the spiritual temple.","far. , yeroo har'aa, obboloonni yesus warri lafa irra jiran gara samii deemuudhaan isaa wajjin luboota ta'anii tajaajiluu isaanii dura, dallaa mana qulqullummaa hafuuraa isa lafa irraa keessatti amanamummaadhaan tajaajilaa jiru."
he had to leave the matter in jehovah s hands.,dhimma kana harka yihowaatti gatee dhiisuu qaba ture.,KEEP,VALID,CONSISTENT,he had to leave the matter in jehovah s hands.,dhimma kana harka yihowaatti gatee dhiisuu qaba ture.
"as noted at job , how is it possible to see god?","akka iyoob jedhutti, waaqayyo nutti mul achuu kan danda u akkamitti?",KEEP,VALID,CONSISTENT,"as noted at job , how is it possible to see god?","akka iyoob jedhutti, waaqayyo nutti mul achuu kan danda u akkamitti?"
kingdom hall design was a big factor.,sababiin inni guddaan akkaataa galmi mootummaa itti ijaarame ture.,KEEP,VALID,CONSISTENT,kingdom hall design was a big factor.,sababiin inni guddaan akkaataa galmi mootummaa itti ijaarame ture.
it will protect you from secular philosophies that could destroy your faith. read proverbs .,falaasamoota addunyaa amantii kee si jalaa balleessuu danda'an irraa si eega. fakkeenya dubbisi.,KEEP,VALID,CONSISTENT,it will protect you from secular philosophies that could destroy your faith. read proverbs .,falaasamoota addunyaa amantii kee si jalaa balleessuu danda'an irraa si eega. fakkeenya dubbisi.
how is prayer related to god s undeserved kindness?,kadhannaan gaarummaa waaqayyoo isa guddaa wajjin kan wal qabatu akkamitti?,KEEP,VALID,CONSISTENT,how is prayer related to god s undeserved kindness?,kadhannaan gaarummaa waaqayyoo isa guddaa wajjin kan wal qabatu akkamitti?
"when that happens, both satanic rule and rule by imperfect humans will disappear.","yeroo kun ta utti, bulchiinsi seexanaas ta e bulchiinsi ilmaan namootaa cubbamoo ta anii ni bada.",KEEP,VALID,CONSISTENT,"when that happens, both satanic rule and rule by imperfect humans will disappear.","yeroo kun ta utti, bulchiinsi seexanaas ta e bulchiinsi ilmaan namootaa cubbamoo ta anii ni bada."
and what were those houses of worship like back in jesus day?,iddoowwan waaqeffannaa kun bara yesusitti maal fakkaatu turan?,KEEP,VALID,CONSISTENT,and what were those houses of worship like back in jesus day?,iddoowwan waaqeffannaa kun bara yesusitti maal fakkaatu turan?
do not underestimate the ability of youths to understand deep things.,ijoolleen yaadawwan gad fagoo hubachuu hin danda an jettanii hin yaadinaa.,KEEP,VALID,CONSISTENT,do not underestimate the ability of youths to understand deep things.,ijoolleen yaadawwan gad fagoo hubachuu hin danda an jettanii hin yaadinaa.
"when necessary, he went without rest, food, and comfort so that he could help others to find the road to life.","warri kaan karaa jireenyaa akka argatan gargaaruuf jecha yeroo barbaachisaa ta etti, boqonnaasaa, nyaatasaafi gammachuusaa aarsaa godhee ture.",KEEP,VALID,CONSISTENT,"when necessary, he went without rest, food, and comfort so that he could help others to find the road to life.","warri kaan karaa jireenyaa akka argatan gargaaruuf jecha yeroo barbaachisaa ta etti, boqonnaasaa, nyaatasaafi gammachuusaa aarsaa godhee ture."
"when lovingly administered, discipline will help your children learn to accept correction humbly a skill they will need even as adults. hebrews .","adabni jaalalaan hojii irra yoo oole, ijoolleen kee sirreeffama isaaniif kennamu gadi of qabuudhaan fudhachuu akka baratan godha kun immoo yeroo guddatanis isaan fayyada. ibroota .",KEEP,VALID,CONSISTENT,"when lovingly administered, discipline will help your children learn to accept correction humbly a skill they will need even as adults. hebrews .","adabni jaalalaan hojii irra yoo oole, ijoolleen kee sirreeffama isaaniif kennamu gadi of qabuudhaan fudhachuu akka baratan godha kun immoo yeroo guddatanis isaan fayyada. ibroota ."
a loving father looks for opportunities to let his children know that he is pleased with the good things they say or do.,"akkuma jedhetti ilaalama. abbaan ijoolleesaa jaallatu, wanti gaariin ijoolleensaa jedhan ykn godhan akka isa gammachiise isaanitti himuuf carraa barbaada.",KEEP,VALID,CONSISTENT,a loving father looks for opportunities to let his children know that he is pleased with the good things they say or do.,"akkuma jedhetti ilaalama. abbaan ijoolleesaa jaallatu, wanti gaariin ijoolleensaa jedhan ykn godhan akka isa gammachiise isaanitti himuuf carraa barbaada."
thomas realizes that there may be a need for many discussions over a period of time.,toomaas yeroo yerootti marii gaarii gochuun barbaachisaa akka ta'e hubateera.,KEEP,VALID,CONSISTENT,thomas realizes that there may be a need for many discussions over a period of time.,toomaas yeroo yerootti marii gaarii gochuun barbaachisaa akka ta'e hubateera.
"to that end, he tries to get us to pursue activities that waste time or that cause division among us.","seexanni kana galmaan ga'uuf, sochiiwwan yeroo guban ykn nu gidduutti garaagarummaa uumaniin akka qabamnu gochuu yaala.",KEEP,VALID,CONSISTENT,"to that end, he tries to get us to pursue activities that waste time or that cause division among us.","seexanni kana galmaan ga'uuf, sochiiwwan yeroo guban ykn nu gidduutti garaagarummaa uumaniin akka qabamnu gochuu yaala."
one way parents can help their young ones to obey the rules they make is by example.,karaan warri ijoolleensaanii seera isaan baasaniif akka ajajaman itti gargaaran tokko fakkeenya ta'uudha.,KEEP,VALID,CONSISTENT,one way parents can help their young ones to obey the rules they make is by example.,karaan warri ijoolleensaanii seera isaan baasaniif akka ajajaman itti gargaaran tokko fakkeenya ta'uudha.
"that wicked one is satan the devil, a powerful spirit creature who was originally an angel of god but did not stand fast in the truth.","isa hamaa sana kan jedhame seexana isa diyaabilos ta'ee fi uumama hafuuraa humna guddaa qabu si'a ta'u, inni jalqaba maleekaa waaqayyoo kan ture ta'us, dhugaatti jabaatee hin dhaabanne.",KEEP,VALID,CONSISTENT,"that wicked one is satan the devil, a powerful spirit creature who was originally an angel of god but did not stand fast in the truth.","isa hamaa sana kan jedhame seexana isa diyaabilos ta'ee fi uumama hafuuraa humna guddaa qabu si'a ta'u, inni jalqaba maleekaa waaqayyoo kan ture ta'us, dhugaatti jabaatee hin dhaabanne."
"yes, pioneering became my goal.","eeyyee, qajeelchaa ta'uun galma koo ta'eera.",KEEP,VALID,CONSISTENT,"yes, pioneering became my goal.","eeyyee, qajeelchaa ta'uun galma koo ta'eera."
the kingdom has already been established in heaven and will shortly take the necessary action to affect every affair on the earth. daniel revelation .,"mootummaan kun erga samiirratti hundeeffamee waggoonni muraasni kan darban yommuu ta u, dhiheenyattimmoo rakkoo lafarratti argamu guutummaatti balleessa. daani el mul ata .",KEEP,VALID,CONSISTENT,the kingdom has already been established in heaven and will shortly take the necessary action to affect every affair on the earth. daniel revelation .,"mootummaan kun erga samiirratti hundeeffamee waggoonni muraasni kan darban yommuu ta u, dhiheenyattimmoo rakkoo lafarratti argamu guutummaatti balleessa. daani el mul ata ."
"he made major changes in his life he withdrew from his previous violent associates, stopped his petty criminal activities, and gave up smoking marijuana.","michoota isaa duraanii warra yakka raawwatan irraa fagaachuudhaan, akkasumas yakka raawwachuu fi maariwaanaa xuuxuu dhiisuudhaan, jireenya isaa irratti jijjiirama guddaa godhe.",KEEP,VALID,CONSISTENT,"he made major changes in his life he withdrew from his previous violent associates, stopped his petty criminal activities, and gave up smoking marijuana.","michoota isaa duraanii warra yakka raawwatan irraa fagaachuudhaan, akkasumas yakka raawwachuu fi maariwaanaa xuuxuu dhiisuudhaan, jireenya isaa irratti jijjiirama guddaa godhe."
"over time, study will be both easier and more pleasurable!","yeroo booda, qo'annaan siif salphata, akkasumas caalaatti si gammachiisa!",KEEP,VALID,CONSISTENT,"over time, study will be both easier and more pleasurable!","yeroo booda, qo'annaan siif salphata, akkasumas caalaatti si gammachiisa!"
"prophetically, the psalmist sang your people will offer themselves willingly on the day of your military force. in the splendors of holiness, from the womb of the dawn, you have your company of young men just like dewdrops.","faarfatichi akkas jechuudhaan raajii dubbateera guyyaa ati macca kee geggeessitutti, namoonni kee jaalala isaaniitiin of in dhi eessu dargaggoonni kees akka fixeensa barii ganamaatti simboo qulqulluudhaan siif in ba u.",KEEP,VALID,CONSISTENT,"prophetically, the psalmist sang your people will offer themselves willingly on the day of your military force. in the splendors of holiness, from the womb of the dawn, you have your company of young men just like dewdrops.","faarfatichi akkas jechuudhaan raajii dubbateera guyyaa ati macca kee geggeessitutti, namoonni kee jaalala isaaniitiin of in dhi eessu dargaggoonni kees akka fixeensa barii ganamaatti simboo qulqulluudhaan siif in ba u."
god also rewards those who call upon his name.,"miilkiyaas , waaqayyo namoota maqaasaa waaman ni kiisa.",KEEP,VALID,CONSISTENT,god also rewards those who call upon his name.,"miilkiyaas , waaqayyo namoota maqaasaa waaman ni kiisa."
"the bible assures us that although the calamities of the righteous one are many, out of them all jehovah delivers him.","wanti hamaan nama qajeelaatti baay atuyyuu, macaafni qulqulluun waaqayyo garuu kana hundumaa keessaa isa in baasa jechuudhaan nuu mirkaneessa.",KEEP,VALID,CONSISTENT,"the bible assures us that although the calamities of the righteous one are many, out of them all jehovah delivers him.","wanti hamaan nama qajeelaatti baay atuyyuu, macaafni qulqulluun waaqayyo garuu kana hundumaa keessaa isa in baasa jechuudhaan nuu mirkaneessa."
such sexual greed is condemned in the bible. ephesians .,"macaafni qulqulluun, hawwa saalqunnamtii akkasii ni balaaleffata. efesoon .",KEEP,VALID,CONSISTENT,such sexual greed is condemned in the bible. ephesians .,"macaafni qulqulluun, hawwa saalqunnamtii akkasii ni balaaleffata. efesoon ."
"that person is gaining, not god s love, but his disfavor.","namni akkasii jaalala waaqayyoo hin argatu, kanaa mannaa surraa waaqayyoo dhaba.",KEEP,VALID,CONSISTENT,"that person is gaining, not god s love, but his disfavor.","namni akkasii jaalala waaqayyoo hin argatu, kanaa mannaa surraa waaqayyoo dhaba."
do you find it a challenge to live by your parents rules?,haata'u malee warri seera kan baasan maaliifi?,KEEP,VALID,CONSISTENT,do you find it a challenge to live by your parents rules?,haata'u malee warri seera kan baasan maaliifi?
john might have asked this in order to get a personal confirmation from jesus.,yohannis gaaffii kana kan gaafate deebiisaa dhuunfaatti yesusirraa mirkaneeffachuu waan barbaadeef ta uu danda a.,KEEP,VALID,CONSISTENT,john might have asked this in order to get a personal confirmation from jesus.,yohannis gaaffii kana kan gaafate deebiisaa dhuunfaatti yesusirraa mirkaneeffachuu waan barbaadeef ta uu danda a.
christians in corinth became divided over the matter of eating meat that may have been offered to idols but was thereafter sold in a meat market.,kiristiyaanonni qorontos keessa turan foon waaqolii tolfamoodhaaf qophaa'ee fi booda garuu gabaa irratti dhihaate nyaachuu ilaalchisee gidduu isaaniitti qoqqoodamni uumamee ture.,KEEP,VALID,CONSISTENT,christians in corinth became divided over the matter of eating meat that may have been offered to idols but was thereafter sold in a meat market.,kiristiyaanonni qorontos keessa turan foon waaqolii tolfamoodhaaf qophaa'ee fi booda garuu gabaa irratti dhihaate nyaachuu ilaalchisee gidduu isaaniitti qoqqoodamni uumamee ture.
we cannot do so in our own strength.,humna keenyaan isa mo uu hin dandeenyu.,KEEP,VALID,CONSISTENT,we cannot do so in our own strength.,humna keenyaan isa mo uu hin dandeenyu.
jehovah s loyalty thus benefits all of his faithful worshippers.,"kanaaf, amanamummaan yihowaa namoota isa waaqeffatan hundaaf faayidaa argamsiisa.",KEEP,VALID,CONSISTENT,jehovah s loyalty thus benefits all of his faithful worshippers.,"kanaaf, amanamummaan yihowaa namoota isa waaqeffatan hundaaf faayidaa argamsiisa."
"to illustrate, it is estimated that in some war ravaged countries, percent more land could be cultivated if the inhabitants did not have to worry about the presence of land mines.","fakkeenyaaf, utuu namoonni boombii awwaalame hin sodaatan ta'ee, lafa qonnaa biyyoota waraanni keessatti geggeeffamu keessaa harka ol kan ta'u misoomuu akka danda'u tilmaamama.",KEEP,VALID,CONSISTENT,"to illustrate, it is estimated that in some war ravaged countries, percent more land could be cultivated if the inhabitants did not have to worry about the presence of land mines.","fakkeenyaaf, utuu namoonni boombii awwaalame hin sodaatan ta'ee, lafa qonnaa biyyoota waraanni keessatti geggeeffamu keessaa harka ol kan ta'u misoomuu akka danda'u tilmaamama."
i became a regular pioneer in .,bara tti qajeelchaan ta e.,KEEP,VALID,CONSISTENT,i became a regular pioneer in .,bara tti qajeelchaan ta e.
this is especially true of the elders who are taking the lead.,keessumaa immoo jaarsoliin dursa fudhatanii nu geggeessan ulfina argachuu qabu.,KEEP,VALID,CONSISTENT,this is especially true of the elders who are taking the lead.,keessumaa immoo jaarsoliin dursa fudhatanii nu geggeessan ulfina argachuu qabu.
"analyze the scene. read matthew , .","wanta yeroo sanatti raawwatamerratti gadi fageenyaan yaadi. maatewos , dubbisi.",KEEP,VALID,CONSISTENT,"analyze the scene. read matthew , .","wanta yeroo sanatti raawwatamerratti gadi fageenyaan yaadi. maatewos , dubbisi."
the two prophets gave attention to the rebuilding of the temple.,raajonni lamaanuu mana qulqullummaa deebisanii ijaaruurratti xiyyeeffatu.,KEEP,VALID,CONSISTENT,the two prophets gave attention to the rebuilding of the temple.,raajonni lamaanuu mana qulqullummaa deebisanii ijaaruurratti xiyyeeffatu.
"thus, we cannot find immediate answers to every question that arises.",kanaaf gaaffiiwwan ka'an hundaaf kallattiidhaan deebii argachuu hin dandeenyu.,KEEP,VALID,CONSISTENT,"thus, we cannot find immediate answers to every question that arises.",kanaaf gaaffiiwwan ka'an hundaaf kallattiidhaan deebii argachuu hin dandeenyu.
"the aggressors in this conflict are the kings of the entire inhabited earth, the world s leaders.","lola kana kan jalqaban bulchitoota jechuunis, mootota, guutummaa biyya lafaa ti.",KEEP,VALID,CONSISTENT,"the aggressors in this conflict are the kings of the entire inhabited earth, the world s leaders.","lola kana kan jalqaban bulchitoota jechuunis, mootota, guutummaa biyya lafaa ti."
it is no wonder that moses was moved to love the god who felt compassion for the hebrews and for all mankind.,museen waaqa ibrootaafis ta'e ilmaan namootaa hundumaaf garaa laafu kana jaallachuuf kaka'ee akka ture hin shakkisiisu.,KEEP,VALID,CONSISTENT,it is no wonder that moses was moved to love the god who felt compassion for the hebrews and for all mankind.,museen waaqa ibrootaafis ta'e ilmaan namootaa hundumaaf garaa laafu kana jaallachuuf kaka'ee akka ture hin shakkisiisu.
